building,town,county,occurrences,candidate_tower_id,candidate_confidence,decision,decision_reason
All Saints,Croughton,Northamptonshire,2,16632,high,accept,"high confidence, verified sample and dedication tokens"
St Nicholas,Great Doddington,Northamptonshire,2,10585,high,accept,"high confidence, verified sample and dedication tokens"
All Saints,Norton,Northamptonshire,2,16864,high,accept,"high confidence, verified sample and dedication tokens"
All Hallows,Upper Dean,Bedfordshire,2,13499,high,accept,"high confidence, verified sample and dedication tokens"
St Peter,Aldwincle,Northamptonshire,2,16124,high,accept,"high confidence, verified sample and dedication tokens"
St Mary the Virgin,Stoke Bruerne,Northamptonshire,2,16261,high,accept,"high confidence, verified sample and dedication tokens"
St Mary the Blessed Virgin,Little Houghton,Northamptonshire,2,12180,high,accept,"high confidence, verified sample and dedication tokens"
St Michael and All Angels,Ashton,Northamptonshire,2,14066,high,accept,"high confidence, verified sample and dedication tokens"
St Mary V,Stoke Bruerne,Northamptonshire,2,16261,high,accept,"high confidence, verified sample and dedication tokens"
St Michael and All Angels,Bugbrooke,Northamptonshire,2,17122,high,accept,"high confidence, verified sample and dedication tokens"
All Saints,West Haddon,Northamptonshire,2,14032,high,accept,"high confidence, verified sample and dedication tokens"
St Guthlac,Passenham,Northamptonshire,2,16965,high,accept,"high confidence, verified sample and dedication tokens"
St Mary V,Harby,Leicestershire,2,16872,high,accept,"high confidence, verified sample and dedication tokens"
SS Peter and Paul,Rothersthorpe,Northamptonshire,2,10341,high,accept,"high confidence, verified sample and dedication tokens"
St Tegai,Llandegai,Gwynedd,2,16840,high,accept,"high confidence, verified sample and dedication tokens"
All Saints,Sudborough,Northamptonshire,2,12846,high,accept,"high confidence, verified sample and dedication tokens"
"St Dingad, Llandingat",Llandovery,Carmarthenshire,2,12245,high,accept,"high confidence, verified sample and dedication tokens"
All Saints,Clipston,Northamptonshire,2,11370,high,accept,"high confidence, verified sample and dedication tokens"
St Stephen,Sparsholt,Hampshire,2,14627,high,accept,"high confidence, verified sample and dedication tokens"
St John the Baptist,Carhampton,Somerset,2,14980,high,accept,"high confidence, verified sample and dedication tokens"
St Mary Magdalene,Winsford,Somerset,2,10676,high,accept,"high confidence, verified sample and dedication tokens"
,Kewstoke,Somerset,2,13361,high,accept,"high confidence, verified sample and dedication tokens"
St Nicholas,Beedon,Berkshire,2,14015,high,accept,"high confidence, verified sample and dedication tokens"
St Stephen,Old Radnor,Powys,2,15009,high,accept,"high confidence, verified sample and dedication tokens"
Waikato Cathedral Church of St Peter,Hamilton,New Zealand,2,13098,high,accept,"high confidence, verified sample and dedication tokens"
S Margaret,Clenchwarton,Norfolk,2,12505,high,accept,"high confidence, verified sample and dedication tokens"
St Senara the Virgin,Zennor,Cornwall,2,12035,high,accept,"high confidence, verified sample and dedication tokens"
Unknown,Maisemore,Gloucestershire,2,14147,medium,accept,"sole tower in town, no building named"
At the Youth Hostel,Inglesham,Wiltshire,2,21172,medium,reject,adjudicated: named private ring or non-church venue
,Ashbocking,,2,16123,high,accept,"high confidence, verified sample and dedication tokens"
St Mary,Sturminster Newton,Dorset,2,14218,high,accept,"high confidence, verified sample and dedication tokens"
St Lawrence,Bardney,Lincolnshire,2,11893,high,accept,"high confidence, verified sample and dedication tokens"
St John the Baptist,Aston Ingham,Herefordshire,2,10896,high,accept,"high confidence, verified sample and dedication tokens"
,Barton Stacey,,2,13777,high,accept,"high confidence, verified sample and dedication tokens"
All Saints,Martin,Hampshire,2,11576,high,accept,"high confidence, verified sample and dedication tokens"
St Luke,Milland,West Sussex,2,13470,high,accept,"high confidence, verified sample and dedication tokens"
St Katherine,Litlington,Cambridgeshire,2,16288,high,accept,"high confidence, verified sample and dedication tokens"
St Mary,Meysey Hampton,Gloucestershire,2,14163,high,accept,"high confidence, verified sample and dedication tokens"
St Mary,Clifton upon Dunsmore,Warwickshire,2,12288,high,accept,"high confidence, verified sample and dedication tokens"
All Saints',Staplehurst,Kent,2,13740,high,accept,"high confidence, verified sample and dedication tokens"
Holy Trinity,Newton St Loe,Somerset,2,14236,high,accept,"high confidence, verified sample and dedication tokens"
St Giles,Imber,Wiltshire,2,15797,high,accept,"high confidence, verified sample and dedication tokens"
University of Washington,Seattle,Washington,2,16423,high,accept,"high confidence, verified sample and dedication tokens"
,Lamberhurst,Kent,2,10661,high,accept,"high confidence, verified sample and dedication tokens"
St Margaret,Stratton Strawless,Norfolk,2,11310,high,accept,"high confidence, verified sample and dedication tokens"
All Saints,Shipdham,Norfolk,2,14784,high,accept,"high confidence, verified sample and dedication tokens"
St Barnabas,Swanmore,Hampshire,2,11834,high,accept,"high confidence, verified sample and dedication tokens"
St Clement Bishop and the Martyr,Powderham,Devon,2,12083,high,accept,"high confidence, verified sample and dedication tokens"
"39 Wakefield Drive, Leasowe",Wallasey,Cheshire,2,,none,reject,resolver found no tower
St Mary Magdalene,Thorrington,Essex,2,14914,high,accept,"high confidence, verified sample and dedication tokens"
Somerville College,Oxford,Oxfordshire,2,12299,medium,accept,"medium, building shares dedication evidence"
St James,Shardlow,Derbyshire,2,10542,high,accept,"high confidence, verified sample and dedication tokens"
The Campanile,Belper,Derbyshire,2,,none,reject,resolver found no tower
St Ida,Ide,Devon,2,14492,high,accept,"high confidence, verified sample and dedication tokens"
St Winifred,Manaton,Devon,2,10880,high,accept,"high confidence, verified sample and dedication tokens"
,Kentisbeare,Devon,2,10743,high,accept,"high confidence, verified sample and dedication tokens"
St Mary,Whimple,Devon,2,16256,high,accept,"high confidence, verified sample and dedication tokens"
Holy Cross,Hillfarrance,Somerset,2,10363,high,accept,"high confidence, verified sample and dedication tokens"
All Saints,Sandon,Hertfordshire,2,11170,high,accept,"high confidence, verified sample and dedication tokens"
St Mary,Walsham le Willows,Suffolk,2,16638,high,accept,"high confidence, verified sample and dedication tokens"
The Residence of Mr F Knights,Norwich,Norfolk,2,,none,reject,resolver found no tower
155 Waterloo Street,Burton-on-Trent,Staffordshire,2,,none,reject,resolver found no tower
St Matthew,Stretton,Cheshire,2,15122,high,accept,"high confidence, verified sample and dedication tokens"
,Ringing Room ( Homelands),Hampshire,2,,none,reject,resolver found no tower
"52, Lammas Park Road",Ealing,Middlesex,2,,none,reject,resolver found no tower
,Eastwell,,2,19858,high,accept,"high confidence, verified sample and dedication tokens"
St Mary and St Hugh,Harlow,Essex,2,10392,high,accept,"high confidence, verified sample and dedication tokens"
St Thomas,Belfast,Antrim,2,11316,high,accept,"high confidence, verified sample and dedication tokens"
St George,Beckenham,Kent,2,,none,reject,resolver found no tower
St Wennapa,Gwennap,Cornwall,2,11620,high,accept,"high confidence, verified sample and dedication tokens"
St Mary,Seavington St Mary,Somerset,2,13857,high,accept,"high confidence, verified sample and dedication tokens"
St Mary the Virgin,Piddlehinton,Dorset,2,13438,high,accept,"high confidence, verified sample and dedication tokens"
St Thomas a Becket,Bridford,Devon,2,10997,high,accept,"high confidence, verified sample and dedication tokens"
"St George, Colegate",Norwich,Norfolk,2,13293,high,accept,"high confidence, verified sample and dedication tokens"
Cathedral Church of St John the Evangelist,Brecon,Powys,2,10499,high,accept,"high confidence, verified sample and dedication tokens"
St Mary the Virgin,Holne,Devon,2,13913,high,accept,"high confidence, verified sample and dedication tokens"
,Danbury,,2,16524,high,accept,"high confidence, verified sample and dedication tokens"
St Clydog,Clodock,Herefordshire,2,10787,high,accept,"high confidence, verified sample and dedication tokens"
"St Michael on the Mount, Without",Bristol,Bristol,2,16354,high,accept,"high confidence, verified sample and dedication tokens"
Holy Trinity,Burrington,Somerset,2,12641,high,accept,"high confidence, verified sample and dedication tokens"
St Laurence,East Harptree,Somerset,2,13283,high,accept,"high confidence, verified sample and dedication tokens"
St Mary Magdalene,Stoke Canon,Devon,2,16200,high,accept,"high confidence, verified sample and dedication tokens"
St John the Baptist,Plymtree,Devon,2,14958,high,accept,"high confidence, verified sample and dedication tokens"
St Mary,Lakenheath,Suffolk,2,12368,high,accept,"high confidence, verified sample and dedication tokens"
Christ Church,Bacup,Lancashire,2,12876,high,accept,"high confidence, verified sample and dedication tokens"
St James',Turramurra,"New South Wales, Australia",2,15074,high,accept,"high confidence, verified sample and dedication tokens"
St Michael,Linby,Nottinghamshire,2,10855,high,accept,"high confidence, verified sample and dedication tokens"
St Thomas,Milnthorpe,Cumbria,2,14024,high,accept,"high confidence, verified sample and dedication tokens"
St Mary the Virgin,Ashwell,Hertfordshire,2,12848,high,accept,"high confidence, verified sample and dedication tokens"
,Ockley,,2,10310,medium,reject,adjudicated: multi-tower town with no building evidence
St Dubricius,Porlock,Somerset,2,15031,high,accept,"high confidence, verified sample and dedication tokens"
All Saints,Burton upon Trent,Staffordshire,2,17025,high,accept,"high confidence, verified sample and dedication tokens"
All Saints,Stone,Gloucestershire,2,13226,high,accept,"high confidence, verified sample and dedication tokens"
The Bell Tower (Swan Bells),Perth,Western Australia,2,16028,high,accept,"high confidence, verified sample and dedication tokens"
St Mary,Bromsberrow,Gloucestershire,2,14464,high,accept,"high confidence, verified sample and dedication tokens"
,Upwell,,2,12664,medium,reject,adjudicated: multi-tower town with no building evidence
,Laverstoke,,2,13884,high,accept,"high confidence, verified sample and dedication tokens"
78 Nunts Park Avenue,Coventry,West Midlands,2,,none,reject,resolver found no tower
Blessed Virgin Mary,Aylesbeare,Devon,2,13311,high,accept,"high confidence, verified sample and dedication tokens"
All Saints,Kirby Hill,North Yorkshire,2,12091,high,accept,"high confidence, verified sample and dedication tokens"
,Ockbrook,Derbyshire,2,11154,high,accept,"high confidence, verified sample and dedication tokens"
St Paul,Kewstoke,Somerset,2,13361,high,accept,"high confidence, verified sample and dedication tokens"
SS Peter and Paul,Bishop's Hull,Somerset,2,13530,high,accept,"high confidence, verified sample and dedication tokens"
Holy Cross,Middlezoy,Somerset,2,10228,high,accept,"high confidence, verified sample and dedication tokens"
St Mary,Speen,Berkshire,2,14169,high,accept,"high confidence, verified sample and dedication tokens"
All Saints,Hampreston,Dorset,2,16241,high,accept,"high confidence, verified sample and dedication tokens"
St Mary and All Saints,Broomfield,Somerset,2,14838,high,accept,"high confidence, verified sample and dedication tokens"
Holy Ghost,Crowcombe,Somerset,2,11877,high,accept,"high confidence, verified sample and dedication tokens"
Blessed Virgin Mary,Nether Stowey,Somerset,2,10626,high,accept,"high confidence, verified sample and dedication tokens"
St James,Nunburnholme,East Riding of Yorkshire,2,14640,high,accept,"high confidence, verified sample and dedication tokens"
St Peter and St Paul,Bishop's Hull,Somerset,2,13530,high,accept,"high confidence, verified sample and dedication tokens"
St Mary,Bickleigh,Devon,2,10623,high,accept,"high confidence, verified sample and dedication tokens"
St Peter,Minsterworth,Gloucestershire,2,10987,high,accept,"high confidence, verified sample and dedication tokens"
St Michael,Great Comberton,Worcestershire,2,14645,high,accept,"high confidence, verified sample and dedication tokens"
