child_method_id,child_title,child_stage,parent_method_id,parent_title,parent_stage,family_name,relationship,confidence,evidence
m13690,Yelvertoft Little Bob Major,8,m26030,Yelvertoft Treble Bob Minor,6,Yelvertoft,name_only,high,Different classifications (Treble Bob vs Bob)
m21844,Yelvertoft Surprise Royal,10,m26030,Yelvertoft Treble Bob Minor,6,Yelvertoft,variant,low,Weak notation alignment (33% front work); likely independent construction
m21844,Yelvertoft Surprise Royal,10,m13690,Yelvertoft Little Bob Major,8,Yelvertoft,name_only,high,Different classifications (Bob vs Surprise)
m16681,Yeoveney Surprise Major,8,m10612,Yeoveney Bob Doubles,5,Yeoveney,name_only,high,Different classifications (Bob vs Surprise)
m13903,Yeovil Little Bob Caters,9,m13757,Yeovil Little Bob Major,8,Yeovil,name_only,high,Dissimilar notation (0% front work) despite shared name
m22023,Yeovil Surprise Royal,10,m13757,Yeovil Little Bob Major,8,Yeovil,name_only,high,Different classifications (Bob vs Surprise)
m22023,Yeovil Surprise Royal,10,m13903,Yeovil Little Bob Caters,9,Yeovil,name_only,high,Different classifications (Bob vs Surprise)
m21404,Yewtree Surprise Royal,10,m28571,Yewtree Delight Major,8,Yewtree,variant,medium,"Partial structural overlap (41% front work), altered lead progression"
m16321,York Surprise Major,8,m14602,York Surprise Minor,6,York,extension,high,"Preserved front work (67%), valid lead progression (24->32), matching Surprise"
m21061,York Little Surprise Major,8,m14602,York Surprise Minor,6,York,extension,high,"Preserved front work (100%), valid lead progression (24->24), matching Surprise"
m21203,York Surprise Royal,10,m14602,York Surprise Minor,6,York,extension,high,"Preserved front work (67%), valid lead progression (24->40), matching Surprise"
m22601,York Little Surprise Royal,10,m14602,York Surprise Minor,6,York,extension,high,"Preserved front work (100%), valid lead progression (24->24), matching Surprise"
m14236,York Little Bob Cinques,11,m14602,York Surprise Minor,6,York,name_only,high,Different classifications (Surprise vs Bob)
m22664,York Surprise Maximus,12,m14602,York Surprise Minor,6,York,extension,high,"Preserved front work (67%), valid lead progression (24->48), matching Surprise"
m23157,York Surprise Fourteen,14,m14602,York Surprise Minor,6,York,extension,high,"Preserved front work (67%), valid lead progression (24->56), matching Surprise"
m23178,York Surprise Sixteen,16,m14602,York Surprise Minor,6,York,extension,high,"Preserved front work (67%), valid lead progression (24->64), matching Surprise"
m23199,York Surprise Eighteen,18,m14602,York Surprise Minor,6,York,extension,high,"Preserved front work (67%), valid lead progression (24->72), matching Surprise"
m23202,York Surprise Twenty,20,m14602,York Surprise Minor,6,York,extension,high,"Preserved front work (67%), valid lead progression (24->80), matching Surprise"
m16321,York Surprise Major,8,m23419,York Delight Minor,6,York,variant,low,Weak notation alignment (29% front work); likely independent construction
m21061,York Little Surprise Major,8,m23419,York Delight Minor,6,York,variant,medium,Cross-class structural variant (Delight->Surprise) with 58% front work alignment
m21203,York Surprise Royal,10,m23419,York Delight Minor,6,York,variant,low,Weak notation alignment (29% front work); likely independent construction
m22601,York Little Surprise Royal,10,m23419,York Delight Minor,6,York,variant,medium,Cross-class structural variant (Delight->Surprise) with 58% front work alignment
m14236,York Little Bob Cinques,11,m23419,York Delight Minor,6,York,name_only,high,Different classifications (Delight vs Bob)
m22664,York Surprise Maximus,12,m23419,York Delight Minor,6,York,variant,low,Weak notation alignment (29% front work); likely independent construction
m23157,York Surprise Fourteen,14,m23419,York Delight Minor,6,York,variant,low,Weak notation alignment (29% front work); likely independent construction
m23178,York Surprise Sixteen,16,m23419,York Delight Minor,6,York,variant,low,Weak notation alignment (29% front work); likely independent construction
m23199,York Surprise Eighteen,18,m23419,York Delight Minor,6,York,variant,low,Weak notation alignment (29% front work); likely independent construction
m23202,York Surprise Twenty,20,m23419,York Delight Minor,6,York,variant,low,Weak notation alignment (29% front work); likely independent construction
m21203,York Surprise Royal,10,m16321,York Surprise Major,8,York,extension,high,"Preserved front work (75%), valid lead progression (32->40), matching Surprise"
m22601,York Little Surprise Royal,10,m16321,York Surprise Major,8,York,variant,low,Weak notation alignment (67% front work); likely independent construction
m14236,York Little Bob Cinques,11,m16321,York Surprise Major,8,York,name_only,high,Different classifications (Surprise vs Bob)
m22664,York Surprise Maximus,12,m16321,York Surprise Major,8,York,extension,high,"Preserved front work (75%), valid lead progression (32->48), matching Surprise"
m23157,York Surprise Fourteen,14,m16321,York Surprise Major,8,York,extension,high,"Preserved front work (75%), valid lead progression (32->56), matching Surprise"
m23178,York Surprise Sixteen,16,m16321,York Surprise Major,8,York,extension,high,"Preserved front work (75%), valid lead progression (32->64), matching Surprise"
m23199,York Surprise Eighteen,18,m16321,York Surprise Major,8,York,extension,high,"Preserved front work (75%), valid lead progression (32->72), matching Surprise"
m23202,York Surprise Twenty,20,m16321,York Surprise Major,8,York,extension,high,"Preserved front work (75%), valid lead progression (32->80), matching Surprise"
m21203,York Surprise Royal,10,m21061,York Little Surprise Major,8,York,variant,low,Weak notation alignment (67% front work); likely independent construction
m22601,York Little Surprise Royal,10,m21061,York Little Surprise Major,8,York,extension,high,"Preserved front work (100%), valid lead progression (24->24), matching Surprise"
m14236,York Little Bob Cinques,11,m21061,York Little Surprise Major,8,York,name_only,high,Different classifications (Surprise vs Bob)
m22664,York Surprise Maximus,12,m21061,York Little Surprise Major,8,York,variant,low,Weak notation alignment (67% front work); likely independent construction
m23157,York Surprise Fourteen,14,m21061,York Little Surprise Major,8,York,variant,low,Weak notation alignment (67% front work); likely independent construction
m23178,York Surprise Sixteen,16,m21061,York Little Surprise Major,8,York,variant,low,Weak notation alignment (67% front work); likely independent construction
m23199,York Surprise Eighteen,18,m21061,York Little Surprise Major,8,York,variant,low,Weak notation alignment (67% front work); likely independent construction
m23202,York Surprise Twenty,20,m21061,York Little Surprise Major,8,York,variant,low,Weak notation alignment (67% front work); likely independent construction
m14236,York Little Bob Cinques,11,m21203,York Surprise Royal,10,York,name_only,high,Different classifications (Surprise vs Bob)
m22664,York Surprise Maximus,12,m21203,York Surprise Royal,10,York,extension,high,"Preserved front work (80%), valid lead progression (40->48), matching Surprise"
m23157,York Surprise Fourteen,14,m21203,York Surprise Royal,10,York,extension,high,"Preserved front work (80%), valid lead progression (40->56), matching Surprise"
m23178,York Surprise Sixteen,16,m21203,York Surprise Royal,10,York,extension,high,"Preserved front work (80%), valid lead progression (40->64), matching Surprise"
m23199,York Surprise Eighteen,18,m21203,York Surprise Royal,10,York,extension,high,"Preserved front work (80%), valid lead progression (40->72), matching Surprise"
m23202,York Surprise Twenty,20,m21203,York Surprise Royal,10,York,extension,high,"Preserved front work (80%), valid lead progression (40->80), matching Surprise"
m14236,York Little Bob Cinques,11,m22601,York Little Surprise Royal,10,York,name_only,high,Different classifications (Surprise vs Bob)
m22664,York Surprise Maximus,12,m22601,York Little Surprise Royal,10,York,variant,low,Weak notation alignment (67% front work); likely independent construction
m23157,York Surprise Fourteen,14,m22601,York Little Surprise Royal,10,York,variant,low,Weak notation alignment (67% front work); likely independent construction
m23178,York Surprise Sixteen,16,m22601,York Little Surprise Royal,10,York,variant,low,Weak notation alignment (67% front work); likely independent construction
m23199,York Surprise Eighteen,18,m22601,York Little Surprise Royal,10,York,variant,low,Weak notation alignment (67% front work); likely independent construction
m23202,York Surprise Twenty,20,m22601,York Little Surprise Royal,10,York,variant,low,Weak notation alignment (67% front work); likely independent construction
m22664,York Surprise Maximus,12,m14236,York Little Bob Cinques,11,York,name_only,high,Different classifications (Bob vs Surprise)
m23157,York Surprise Fourteen,14,m14236,York Little Bob Cinques,11,York,name_only,high,Different classifications (Bob vs Surprise)
m23178,York Surprise Sixteen,16,m14236,York Little Bob Cinques,11,York,name_only,high,Different classifications (Bob vs Surprise)
m23199,York Surprise Eighteen,18,m14236,York Little Bob Cinques,11,York,name_only,high,Different classifications (Bob vs Surprise)
m23202,York Surprise Twenty,20,m14236,York Little Bob Cinques,11,York,name_only,high,Different classifications (Bob vs Surprise)
m23157,York Surprise Fourteen,14,m22664,York Surprise Maximus,12,York,extension,high,"Preserved front work (83%), valid lead progression (48->56), matching Surprise"
m23178,York Surprise Sixteen,16,m22664,York Surprise Maximus,12,York,extension,high,"Preserved front work (83%), valid lead progression (48->64), matching Surprise"
m23199,York Surprise Eighteen,18,m22664,York Surprise Maximus,12,York,extension,high,"Preserved front work (83%), valid lead progression (48->72), matching Surprise"
m23202,York Surprise Twenty,20,m22664,York Surprise Maximus,12,York,extension,high,"Preserved front work (83%), valid lead progression (48->80), matching Surprise"
m23178,York Surprise Sixteen,16,m23157,York Surprise Fourteen,14,York,extension,high,"Preserved front work (86%), valid lead progression (56->64), matching Surprise"
m23199,York Surprise Eighteen,18,m23157,York Surprise Fourteen,14,York,extension,high,"Preserved front work (86%), valid lead progression (56->72), matching Surprise"
m23202,York Surprise Twenty,20,m23157,York Surprise Fourteen,14,York,extension,high,"Preserved front work (86%), valid lead progression (56->80), matching Surprise"
m23199,York Surprise Eighteen,18,m23178,York Surprise Sixteen,16,York,extension,high,"Preserved front work (88%), valid lead progression (64->72), matching Surprise"
m23202,York Surprise Twenty,20,m23178,York Surprise Sixteen,16,York,extension,high,"Preserved front work (88%), valid lead progression (64->80), matching Surprise"
m23202,York Surprise Twenty,20,m23199,York Surprise Eighteen,18,York,extension,high,"Preserved front work (89%), valid lead progression (72->80), matching Surprise"
m17060,Yorkshire Surprise Major,8,m30358,Yorkshire Place Doubles,5,Yorkshire,name_only,high,Different classifications (Place vs Surprise)
m24275,Yorkshire Delight Major,8,m30358,Yorkshire Place Doubles,5,Yorkshire,name_only,high,Different classifications (Place vs Delight)
m26931,Yorkshire Alliance Major,8,m30358,Yorkshire Place Doubles,5,Yorkshire,name_only,high,Different classifications (Place vs Alliance)
m21355,Yorkshire Surprise Royal,10,m30358,Yorkshire Place Doubles,5,Yorkshire,name_only,high,Different classifications (Place vs Surprise)
m33062,Yorkshire Alliance Royal,10,m30358,Yorkshire Place Doubles,5,Yorkshire,name_only,high,Different classifications (Place vs Alliance)
m58194,Yorkshire Delight Royal,10,m30358,Yorkshire Place Doubles,5,Yorkshire,name_only,high,Different classifications (Place vs Delight)
m22719,Yorkshire Surprise Maximus,12,m30358,Yorkshire Place Doubles,5,Yorkshire,name_only,high,Different classifications (Place vs Surprise)
m23162,Yorkshire Surprise Fourteen,14,m30358,Yorkshire Place Doubles,5,Yorkshire,name_only,high,Different classifications (Place vs Surprise)
m23182,Yorkshire Surprise Sixteen,16,m30358,Yorkshire Place Doubles,5,Yorkshire,name_only,high,Different classifications (Place vs Surprise)
m17060,Yorkshire Surprise Major,8,m52244,Yorkshire Treble Place Doubles,5,Yorkshire,name_only,high,Different classifications (Treble Place vs Surprise)
m24275,Yorkshire Delight Major,8,m52244,Yorkshire Treble Place Doubles,5,Yorkshire,name_only,high,Different classifications (Treble Place vs Delight)
m26931,Yorkshire Alliance Major,8,m52244,Yorkshire Treble Place Doubles,5,Yorkshire,name_only,high,Different classifications (Treble Place vs Alliance)
m21355,Yorkshire Surprise Royal,10,m52244,Yorkshire Treble Place Doubles,5,Yorkshire,name_only,high,Different classifications (Treble Place vs Surprise)
m33062,Yorkshire Alliance Royal,10,m52244,Yorkshire Treble Place Doubles,5,Yorkshire,name_only,high,Different classifications (Treble Place vs Alliance)
m58194,Yorkshire Delight Royal,10,m52244,Yorkshire Treble Place Doubles,5,Yorkshire,name_only,high,Different classifications (Treble Place vs Delight)
m22719,Yorkshire Surprise Maximus,12,m52244,Yorkshire Treble Place Doubles,5,Yorkshire,name_only,high,Different classifications (Treble Place vs Surprise)
m23162,Yorkshire Surprise Fourteen,14,m52244,Yorkshire Treble Place Doubles,5,Yorkshire,name_only,high,Different classifications (Treble Place vs Surprise)
m23182,Yorkshire Surprise Sixteen,16,m52244,Yorkshire Treble Place Doubles,5,Yorkshire,name_only,high,Different classifications (Treble Place vs Surprise)
m21355,Yorkshire Surprise Royal,10,m17060,Yorkshire Surprise Major,8,Yorkshire,extension,high,"Preserved front work (75%), valid lead progression (32->40), matching Surprise"
m33062,Yorkshire Alliance Royal,10,m17060,Yorkshire Surprise Major,8,Yorkshire,name_only,high,Different classifications (Surprise vs Alliance)
m58194,Yorkshire Delight Royal,10,m17060,Yorkshire Surprise Major,8,Yorkshire,variant,medium,Cross-class structural variant (Surprise->Delight) with 59% front work alignment
m22719,Yorkshire Surprise Maximus,12,m17060,Yorkshire Surprise Major,8,Yorkshire,extension,high,"Preserved front work (75%), valid lead progression (32->48), matching Surprise"
m23162,Yorkshire Surprise Fourteen,14,m17060,Yorkshire Surprise Major,8,Yorkshire,extension,high,"Preserved front work (75%), valid lead progression (32->56), matching Surprise"
m23182,Yorkshire Surprise Sixteen,16,m17060,Yorkshire Surprise Major,8,Yorkshire,extension,high,"Preserved front work (75%), valid lead progression (32->64), matching Surprise"
m21355,Yorkshire Surprise Royal,10,m24275,Yorkshire Delight Major,8,Yorkshire,variant,medium,Cross-class structural variant (Delight->Surprise) with 59% front work alignment
m33062,Yorkshire Alliance Royal,10,m24275,Yorkshire Delight Major,8,Yorkshire,name_only,high,Different classifications (Delight vs Alliance)
m58194,Yorkshire Delight Royal,10,m24275,Yorkshire Delight Major,8,Yorkshire,extension,high,"Preserved front work (91%), valid lead progression (32->40), matching Delight"
m22719,Yorkshire Surprise Maximus,12,m24275,Yorkshire Delight Major,8,Yorkshire,variant,medium,Cross-class structural variant (Delight->Surprise) with 56% front work alignment
m23162,Yorkshire Surprise Fourteen,14,m24275,Yorkshire Delight Major,8,Yorkshire,variant,medium,Cross-class structural variant (Delight->Surprise) with 56% front work alignment
